證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
00953B,群益優選非投等債,19543125,42000,19501125,0,0,0,0,0,0,6676544,0,0,0,10797544,4121000,6676544,26177669
00940,元大台灣價值高息,5290000,9268400,-3978400,0,0,0,0,0,0,29045233,0,0,0,36207320,7162087,29045233,25066833
00919,群益台灣精選高息,20294439,20638200,-343761,0,0,0,0,0,0,20363091,0,0,0,31537209,11174118,20363091,20019330
00918,大華優利高填息30,5794000,4591000,1203000,0,0,0,0,0,0,18434969,0,0,0,23168239,4733270,18434969,19637969
009820,元大納斯達克精選,11855000,1248000,10607000,0,0,0,0,0,0,7860687,653000,0,653000,8563000,1355313,7207687,18467687
00400A,主動國泰動能高息,19755300,6383868,13371432,0,0,0,0,0,0,3557507,0,0,0,14760756,11203249,3557507,16928939
2313,華通,33973472,20726499,13246973,0,0,0,2524000,227000,2297000,668957,177000,219000,-42000,971485,260528,710957,16212930
00997A,主動群益美國增長,12550600,1463000,11087600,0,0,0,0,0,0,713435,0,0,0,4159840,3446405,713435,11801035
00992A,主動群益科技創新,25593552,15265377,10328175,0,0,0,0,1200000,-1200000,2344132,5000,480000,-475000,11525849,8706717,2819132,11472307
00929,復華台灣科技優息,11169251,9216000,1953251,0,0,0,0,0,0,9183367,484000,16000,468000,16326845,7611478,8715367,11136618
2355,敬鵬,13303100,2982000,10321100,0,0,0,0,6000,-6000,166698,84000,50000,34000,251703,119005,132698,10481798
00990A,主動元大AI新經濟,14728851,1733302,12995549,0,0,0,0,0,0,-3473913,61000,0,61000,3111204,6646117,-3534913,9521636
2485,兆赫,19254575,11166459,8088116,0,0,0,0,0,0,464208,576000,215000,361000,165189,61981,103208,8552324
2615,萬海,10672600,3605776,7066824,0,0,0,0,0,0,87928,18000,67000,-49000,267233,130305,136928,7154752
2409,友達,77426478,71128525,6297953,0,0,0,7000,0,7000,738886,542000,855000,-313000,3614951,2563065,1051886,7043839
3045,台灣大,9531529,3680858,5850671,0,0,0,3000,183000,-180000,212836,154000,0,154000,94411,35575,58836,5883507
00662,富邦NASDAQ,3826544,751000,3075544,0,0,0,0,0,0,2635741,0,0,0,8132000,5496259,2635741,5711285
2542,興富發,10513090,5175735,5337355,None,None,0,29500,0,29500,242937,98000,12000,86000,295572,138635,156937,5609792
00993A,主動安聯台灣,3212000,1652000,1560000,0,0,0,0,0,0,3836671,0,0,0,7987556,4150885,3836671,5396671
2027,大成鋼,19946535,13249219,6697316,0,0,0,100000,797000,-697000,-647012,28048,403000,-374952,177856,449916,-272060,5353304
8028,昇陽半導體,10794973,5627562,5167411,0,0,0,0,40000,-40000,-363345,106900,100000,6900,85416,455661,-370245,4764066
6285,啟碁,12490755,7726970,4763785,0,0,0,49000,150000,-101000,82568,67000,237531,-170531,563326,310227,253099,4745353
00936,台新永續高息中小,462000,531000,-69000,0,0,0,0,0,0,4040424,0,0,0,4748273,707849,4040424,3971424
00996A,主動兆豐台灣豐收,2444000,1474500,969500,0,0,0,0,0,0,2776448,0,0,0,5407426,2630978,2776448,3745948
2312,金寶,9770089,6211000,3559089,0,0,0,0,0,0,154674,159000,133000,26000,449051,320377,128674,3713763
2367,燿華,19666090,16421700,3244390,0,0,0,0,0,0,447306,492000,484000,8000,504349,65043,439306,3691696
3042,晶技,7340200,3668000,3672200,0,0,0,0,14000,-14000,-121254,71000,251896,-180896,258409,198767,59642,3536946
2376,技嘉,14876919,14182501,694418,0,0,0,3132000,78000,3054000,-220998,197996,494270,-296274,616068,540792,75276,3527420
00713,元大台灣高息低波,2800436,2959000,-158564,0,0,0,0,0,0,3597300,0,0,0,4276052,678752,3597300,3438736
5871,中租-KY,13187789,9577636,3610153,0,0,0,1000,210437,-209437,20625,0,19000,-19000,62662,23037,39625,3421341
3576,聯合再生,4459014,1105285,3353729,0,0,0,0,0,0,-14495,12000,21000,-9000,0,5495,-5495,3339234
2891,中信金,21608038,15471305,6136733,0,0,0,0,3561237,-3561237,659146,20000,8000,12000,859554,212408,647146,3234642
8112,至上,7622055,5014775,2607280,0,0,0,0,19992,-19992,537850,90000,106872,-16872,753964,199242,554722,3125138
00401A,主動摩根台灣鑫收,1151180,960000,191180,0,0,0,0,0,0,2819413,0,40000,-40000,4413473,1554060,2859413,3010593
2851,中再保,3786399,841000,2945399,0,0,0,0,0,0,-1099,13000,8099,4901,0,6000,-6000,2944300
00881,國泰台灣科技龍頭,5610441,2857138,2753303,0,0,0,0,0,0,94519,0,0,0,4009887,3915368,94519,2847822
4960,誠美材,5408000,2610000,2798000,0,0,0,0,0,0,2000,5000,3000,2000,0,0,0,2800000
3024,憶聲,3258000,860000,2398000,0,0,0,0,0,0,315608,340000,24392,315608,0,0,0,2713608
